,,Isuue,,,,,,,,,,,,,,,,,,Non-Isuue,,,,,,,,,
,,App,,,,,,,,,,,VUI,,,,,,,App,,,,,VUI,,,,
Title,Rating,App Crashing,Feature Removal,Feature Request,Functional Error,Hidden Cost,Network Problem,Privacy and Ethics,Uninteresting Content,Response Time,Emotional Expression,Not Specific,Command Design,Voice Control,Voice Recognition,Integration,Intelligence,No Conversation,UX,Description of skill,Question,Praise,Feature Strength,Usage Scenario,Personification,Sociability,Household Characteristic,Time saving,Convenient
1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,I couldn't get out of bed nor get to a phone
2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My wife has MS and has fallen many times, only to be stuck for hours until someone came home. Echo is now her guardian as well as companion....Thank you so much. Who would of thought this was possible."
3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,it is comforting to know that as an older lady of 76 if I should fall in my home I may have a chance of getting help. 
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,should be bought out by Amazon and incorporated into all Echo units by default,,,,,,,,,,,,,,,,,,,,,,,89-year-old father,," ""always on"" capabilities  if his cell phone battery dies"
6,5,,,,,,,,,,,,,,,,,,,,,It really works!,,,,,mom husband,,
7,4,,,,,,,,,,,,,,,,,,,,,,,I enjoyed sending a text to my SO with a few words and adds a lot of novelty to the echo.,,,,,
8,5,,,,,,,,,,,,,,,,,,,,,,,event of an emergency,,,,,
9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,who cannot use their hands
10,5,,,,,,,,,,,,,,,,,,,,,,,,,, 84 year old woman,,comfort knowing that it is there
11,1,,,,,she said that the feature is only available to those who contribute,,,,,,,,,,,,,,,,,,,,,,,
12,2,,,,,,,There was no clear statement that I could easily see saying that my info was not being sold,,,,It's also great if you want to spam or harass someone.,,,,,,,,,,,,,,,,,
13,2,,,,,,,,,,,,,,"I called Alexa and asked her to call my buddy several times, and she just said I can't complete that at this time.",,,,,,,,,,,,,,
14,3,,,Needs to be able to contact 911,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,,,,Not able to access app when I added a new person to my account,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,,,,The site won't let me go any further than the pay small fee page.,,,,,,,,,,,,,,,,,,,,,,,
17,3,,,,,,,,,,,Frustrating on phone,,,,,,,,,,,,,,,,,
18,1,,,,,,,,,,,"If you ask to unsubscribe from their useless newsletter, they delete your account.",,,,,,,,,,,,,,,,,
19,1,,,,,you must pay a fee every three months for the service.,,,,,,,,,,,,,,,,,,,,,,,
20,1,,,, I couldn't get the skill to work on my Echo Dot,,,,,,,,,,,,,,,,,,,,,,,,
Total,20,0,0,2,2,3,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,0,6
