,,Isuue,,,,,,,,,,,,,,,,,,Non-Isuue,,,,,,,,,
,,App,,,,,,,,,,,VUI,,,,,,,App,,,,,VUI,,,,
Title,Rating,App Crashing,Feature Removal,Feature Request,Functional Error,Hidden Cost,Network Problem,Privacy and Ethics,Uninteresting Content,Response Time,Emotional Expression,Not Specific,Command Design,Voice Control,Voice Recognition,Integration,Intelligence,No Conversation,UX,Description of skill,Question,Praise,Feature Strength,Usage Scenario,Personification,Sociability,Household Characteristic,Time saving,Convenient
1,4,,,"I should be able to set the temperature in the car after remote start, and not only in the same command that starts it. where it was would be a welcome addition as well.",,,,,,,,,,,,,,,,,,,,,,,,,
2,4,,,,, I have to say my pin number in order for it to work. The app should let us put in our number and have us accept responsibility.,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,,,,,,,,,,,,,,,,,,I like the idea of having to tell it my PIN everytime .,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's nice in the mornings while I'm getting my stuff together before work to have my car warming up without digging my phone out of my purse.
5,5,,,,,,,,,,,,,,,,,,,,,This works great on my 2017 Santa Fe!,,,,,,,
6,5,,,,,,,,,,,,,,,,,,,,,"It works well, and it's much faster than using the Blue Link app.",,,,,,,
7,5,,,,,,,,,,,,,,,,,,,,,Works with my 2017 Santa Fe sport! awesome.,,,,,,,
8,5,,, Hoping they set it up to interact with my 2015 as well.....,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,,,,,,,,,,,,,,,,,,,,,,"As far as Remote Start with temp control...Awesome! Hopefully more settings can be controlled thru Alexa and Bluelink like turning on headet/cooled seats, Heated Steering Wheel and Rear Defroster.",,,,,,
10,5,,,,,,,,,,,,,,,,,,,,,Tried with my 2015 Sonata and it worked perfectly. What a great addition!!,,,,,,,
11,3,,,,,,,,,"Speaking of speed, this is sloooooooooowwwww. ",,,,,,,"I've found that more often than not it's easier to just unlock my phone and start the car with the Blue Link app. The problem here is that issuing the ""Ask blue link to start my sonata..."" command virtually never works. It's not just me, everyone in the house has struggled with it. ",,,,,,,,,,,,
12,1,,,"Pin code to start my Hyundai should be optional (opt-out with disclaimer). Such a hassle as I can type faster than I can speak. Additionally the command to start the car is easy to mess up. There should be a preset setting for temp/etc where you can tell Alexa ""start my Hyundai Tucson"" and it will turn on to my preferred default settings.",,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,,,,,,,,,,,,,False advertising for Echo Dot Compatability,,,,,,,,,,,,,
14,1,,,,,,,,,,,What!!! 2016 or newer. That Stinks!,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,,,,,,,,,,,,,Because it asks for your pin so you must say it out loud.,,,,,,,,,,,,,,,
17,1,,,,I link my account and ask Alexa to start my Elantra and she tells my I need to re-link account. ,,,,,,,,,,,,,,,,,,,,,,,,
18,1,,,,,,,,,,,2017 or newer vehicles only?,,,,,,,,,,,,,,,,,
19,1,,,,,,,,,,,2016 and up..wtf. ,,,,,,,,,,,,,,,,,
20,1,,,,,,,,,,,There is no excuse why all bluelink vehicles shouldn't have this feature.,,,,,,,,,,,,,,,,,
Total,20,0,0,3,1,1,0,0,0,1,0,4,0,1,0,1,1,0,0,0,0,5,1,0,0,0,0,0,1
