,,Isuue,,,,,,,,,,,,,,,,,,Non-Isuue,,,,,,,,,
,,App,,,,,,,,,,,VUI,,,,,,,App,,,,,VUI,,,,
Title,Rating,App Crashing,Feature Removal,Feature Request,Functional Error,Hidden Cost,Network Problem,Privacy and Ethics,Uninteresting Content,Response Time,Emotional Expression,Not Specific,Command Design,Voice Control,Voice Recognition,Integration,Intelligence,No Conversation,UX,Description of skill,Question,Praise,Feature Strength,Usage Scenario,Personification,Sociability,Household Characteristic,Time saving,Convenient
1,4,,,,,,,,,,,,,,,,"I really enjoy playing this game. I'm only giving it 4 stars because occasionally I get the right answer and she says I'm wrong, and I wish it recognized phrases like ""I don't know"" instead of telling me to phrase that as a question.",,,,,,,,,,,,
2,4,,,,,,,,,,,,,,,,"Some times Alexa does not give credit for a correct answer for instance My answer : ""what is 'beechwood' ? Alexa's response 'No the correct response is 'what is beechwood'.",,,,,,,,,,,,
3,5,,,,,,,,,,,,,,,," I answered the second category question correctly, but Alexa said 'No, and then proceeded to give the answer I gave.",,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,Humble brag...Why am I in the top one percentile every week since this app began?,,,,,,,
5,4,,,,,,,,,,,,,,,, I have had instances where I gave a correct answer and Alexa just decided I didn't.,,,,,,,,,,,,
6,4,,,,,,,,,,,,,,,,"Sometimes Alexa's words run together, and I can't understand the question.",,,,,,,,,,,,
7,5,,,,,,,,,,,,,,,,,,,,,,,Activate Your Brain,,,,,
8,4,,,,,,,,,,,"I wish that they could play jeopardy from all the days in the week that you missed. Like if I missed Monday but I played on Tuesday, I should be able to play mondays also for fun!",,,,,,,,,,,,,,,,,
9,4,,,,,,,,,,,,,,,,,,,,,,,Good way to jumpstart the brain.,,,,,
10,5,,,,,,,,,,,,,,,,,,,,,I love playing Jeopardy. ,,,,,,,
11,1,,,,,,,,,,,,,,,,Now it has trouble speaking clearly and often says you're wrong when you're right.,,,,,,,,,,,,
12,2,,,,,,,,,,,,,,,,"It would be a lot more fun if the reading of the clues wasn't often garbled because the words run together. Alexa doesn't speak nearly as distinctly as she does on other things. Also, she doesn't hear as well as I often answer correctly and I get told I didn't.",,,,,,,,,,,,
13,3,,,,Obviously there was some miscommunication. ,,,,,,,,,,,,,,,,,,,,,,,,
14,1,,,,,,,,,,,,,,,,"The game will sometimes tell you that your answer is wrong, even though it's actually correct",,,,,,,,,,,,
15,3,,,,,,,,,,,,,,,,"I enjoy trivia, and this is no exception, but about 10-15% of the time Alexa counts my right answer as wrong.",,,,,,,,,,,,
16,3,,,,,,,,,,,,,,,,Alexa needs to enunciate better. and listen better.,,,,,,,,,,,,
17,3,,,,,,,,,,,,,,,, Sometimes the clues are indecipherable because of the AI's inflection and almost every day a correct question is scored as incorrect because the AI did not understand us. ,,,,,,,,,,,,
18,1,,,,,,,,,,,,,,,,,,"At the very least, give us the option to only have Alexa's voice.",,,,,,,,,,
19,3,,,,,,,,,,,,,,,,,,"I really liked this skill before they put the Alex voice in, now it's annoying.",,,,,,,,,,
20,3,,,,,,,,,,,,,,"First off, the sound is WAY too sensitive.",,,,,,,,,,,,,,
Total,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11,0,2,0,0,2,0,2,0,0,0,0,0
