,,Isuue,,,,,,,,,,,,,,,,,,Non-Isuue,,,,,,,,,
,,App,,,,,,,,,,,VUI,,,,,,,App,,,,,VUI,,,,
Title,Rating,App Crashing,Feature Removal,Feature Request,Functional Error,Hidden Cost,Network Problem,Privacy and Ethics,Uninteresting Content,Response Time,Emotional Expression,Not Specific,Command Design,Voice Control,Voice Recognition,Integration,Intelligence,No Conversation,UX,Description of skill,Question,Praise,Feature Strength,Usage Scenario,Personification,Sociability,Household Characteristic,Time saving,Convenient
1,5,,,,,,,,,,,,,,,,,,,,,"Great app, that allows me to conveniently complete the 7 minute workout",,,,,,,
2,5,,,,,,,,,,,,,,,,,,,,,,,"For those asking for music, you can play music on Alexa, then start the seven minute workout. It will still play.",,,,,
3,4,,,Can we expect a senior version?,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,Awesome! You get to pick your own music before you start and it plays in the background!!!! Thank you for not forcing me to listen to what you choose!,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,Harder than it sounds! I like that it shows you how to do each exercise on your Alexa app.,,,,,,,
6,5,,,,,,,,,,,,,,,,,,,,,This works really good. I try to use this every day and when I do I feel really good. It gives you new works outs every time!!!!!,,,,,,,
7,5,,,,,,,,,,,,,,,,,,,,,"This sure does a good workout for 7 minutes with a variety of exercises. The time (7 minutes) is just right for my busy schedule, who doesn't go to the gym. It's like having someone working you out right in the comfort of your own living room at the time of your choosing.",,,,,,,
8,4,,,,,,,,,,,,,,,,,,,,,This is a great skill to get your heart pumping. I use it in a variety of ways. Sometimes it is my warm up before a run or bike ride. Sometimes it is just to get me moving. I have modified the I  would love if there were more or changing routines. exercises by adding weights and doing the routine twice for a stand alone workout. However this is a very useful skill. Recommended,,,,,,,
9,4,,,,,,,,,,,,,,,,,,,,,Really enjoy this but wish there was more variety of exercises too. Gets old after a few times.,,,,,,,
10,5,,,I wish the exercises would change occasionally though.,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,,,Could be very useful--needs to recognize folks over 60 have different physical needs; a 60+ exercise AND balance program would be terrific.,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,,,To the developers: please give us the option to turn off the repetitive commentary. Thank you.,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,,Doesn't want to work on Echo Dot,,,,,,,,,,,,,,,,,,,,,,,,
14,1,,,,"Starts, got to push ups and then crashes. Work on this please",,,,,,,,,,,,,,,,,,,,,,,,
15,1,,,,Not working,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,,,"I love the idea. seven minutes daily. great. However, my knees are shot and the majority of exercises place stress on the knees. can you come up with some alternatives, please?",,,,,,,,,,,,,,,,,,,,,,,,
17,1,,,,"This ""skill"" does NOT work! Alexa repeatedly says ""sorry I am having trouble accessing 7 minute workout""",,,,,,,,,,,,,,,,,,,,,,,,
18,3,,,,"It will get halfway then say it is having trouble loading the skill, you have to start from the beginning each time. First 3 workouts are good though",,,,,,,,,,,,,,,,,,,,,,,,
19,1,,,,Sorry...does not work.,,,,,,,,,,,,,,,,,,,,,,,,
20,1,,,,"Started the workout.....then stopped and said ""can't access my workout."" tried a number of times to no avail.",,,,,,,,,,,,,,,,,,,,,,,,
Total,20,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
