,,Isuue,,,,,,,,,,,,,,,,,,Non-Isuue,,,,,,,,,
,,App,,,,,,,,,,,VUI,,,,,,,App,,,,,VUI,,,,
Title,Rating,App Crashing,Feature Removal,Feature Request,Functional Error,Hidden Cost,Network Problem,Privacy and Ethics,Uninteresting Content,Response Time,Emotional Expression,Not Specific,Command Design,Voice Control,Voice Recognition,Integration,Intelligence,No Conversation,UX,Description of skill,Question,Praise,Feature Strength,Usage Scenario,Personification,Sociability,Household Characteristic,Time saving,Convenient
1,5,,,,,,,,,,,,,,,,,,,,,Great sense of humor here...,,,,,,,
2,5,,,,,,,,,,,,,,,,,,,,,Love the skill and rant - 5 Stars as requested!!!,,,,,,,
3,4,,,"Would it be possible to use a keyword like ""tell story to my DAUGHTER Jade"" Thus solving the gender bender issue?",,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,A new feature is available today,,,,,,,,,
5,5,,,,,,,,,,,,"ou must be precise: Alexa, tell bedtime story to-------(your name) Otherwise, yes, she went to Audible to read me a bedtime story from the The Harvard Business Review.",,,,,,,,,,,,,,,,
6,4,,,,,,,,,,,"Only thing that caused concern was the app complained about receiving bad reviews instead of telling a story. The echo is in my child's room, and I don't want him/her to listen to someone's issues during story time. If it happens again I will disable the app and edit this review to reflect my opinion on the matter.",,,,,,,,,,,,,,,,,
7,5,,,,,,,,,,,,,,,,,,,,,Really fun skill; it's fun for the whole family.,,,,,,,
8,5,,,,,,,,,,,,,,,,,,,,,"I'm not sure why people gave you 1 star, but telling a story about it to my 3 year old (including his name) was pretty clever.",,,,,,,
9,4,,,,,,,,,,,,,,,,,,,,,,,This has the potential to be one of the greatest skills for those with toddlers. ,,,,,
10,5,,,A great skill made 100x better with custom stories,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,,,,,,,,,,,,"turns out it doesn't understand ""tell a bedtime story to..."" to invoke the skill, you must say ""tell bedtime story to..."", which is going to be hard to remember to use incorrect grammar when asking for something. other than that it's pretty good.",,,,,,,,,,,,,,,,
12,3,,,,,,,,,,,"Works great, but an adult can't keep up with the story let alone a child.",,,,,,,,,,,,,,,,,
13,3,,,,,,,,,,,,,,,,,,Speed needs to slow down to conversational speed or even a little slower so that it sounds soothing. More variety to the stories would be great too. Would love the app to recognize there are two individuals (or more than 1) and could enable a story using different characters.,,,,,,,,,,
14,3,,,,,,,,,,,,,,,,,,For people that complain speech is to quick...just tell alexa to slow speech down.,,,,,,,,,,
15,3,,,,,,,,,,,"Alexa keeps calling my daughter,Addison a he!! Lol!!",,,,,,,,,,,,,,,,,
16,1,,,,,,,,Started off with a story about floating coffins. Great. Just what kids needs to go to sleep.,,,,,,,,,,,,,,,,,,,,
17,3,,,,,,,,,,,,,,,,,,I find it painful to listen to the Alexa voice reading continuous text. ,,,,,,,,,,
18,2,,,,,,,,It told us a very scary creepy story not appropriate for kids.,,,,,,,,,,,,,,,,,,,,
19,3,,,,,,,,,,,,,,,,,,Was fun. But the story is read too fast. I wish there was a way to slow down the speed for kids to understand.,,,,,,,,,,
20,2,,,"My child has an uncommon first name so every time we tried, alexa would state another name. There should be a means to enter the child's name into the alexa online site alexa.amazon.com and have it be played in the story.",,,,,,,,,,,,,,,,,,,,,,,,,
Total,20,0,0,3,0,0,0,0,2,0,0,3,2,0,0,0,0,0,4,1,0,4,0,1,0,0,0,0,0
